Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testSimpleXmlParse,7,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testPopToClose,6,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testCommentAndDocType,6,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testSupplyParserToJsoupClass,5,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testSupplyParserToConnection,12,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testSupplyParserToDataStream,6,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testDoesNotForceSelfClosingKnownTags,6,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,handlesXmlDeclarationAsDeclaration,7,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,xmlFragment,8,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,xmlParseDefaultsToHtmlOutputSyntax,4,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testDoesHandleEOFInTag,5,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testDetectCharsetEncodingDeclaration,7,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testParseDeclarationAttributes,10,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,caseSensitiveDeclaration,5,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,testCreatesValidProlog,6,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,preservesCaseByDefault,5,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,appendPreservesCaseByDefault,7,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,canNormalizeCase,5,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,normalizesDiscordantTags,5,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,roundTripsCdata,11,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,cdataPreservesWhiteSpace,6,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,handlesDodgyXmlDecl,5,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,handlesLTinScript,5,1,0
jsoup,org.jsoup.parser,XmlTreeBuilderTest,dropsDuplicateAttributes,6,1,0
jsoup,org.jsoup.safety,Cleaner,Cleaner,4,1,1
jsoup,org.jsoup.safety,Cleaner,clean,6,2,1
jsoup,org.jsoup.safety,Cleaner,isValid,6,1,1
jsoup,org.jsoup.safety,Cleaner,isValidBodyHtml,9,1,1
jsoup,org.jsoup.safety,Cleaner,CleaningVisitor,4,1,2
jsoup,org.jsoup.safety,Cleaner,head,28,6,2
jsoup,org.jsoup.safety,Cleaner,tail,5,2,2
jsoup,org.jsoup.safety,Cleaner,copySafeNodes,5,1,2
jsoup,org.jsoup.safety,Cleaner,createSafeElement,14,3,1
jsoup,org.jsoup.safety,Cleaner,ElementMeta,4,1,2
jsoup,org.jsoup.safety,CleaningVisitor,CleaningVisitor,4,1,2
jsoup,org.jsoup.safety,CleaningVisitor,head,28,6,2
jsoup,org.jsoup.safety,CleaningVisitor,tail,5,2,2
jsoup,org.jsoup.safety,ElementMeta,ElementMeta,4,1,2
jsoup,org.jsoup.safety,Whitelist,none,3,1,0
jsoup,org.jsoup.safety,Whitelist,simpleText,3,1,0
jsoup,org.jsoup.safety,Whitelist,basic,3,1,0
jsoup,org.jsoup.safety,Whitelist,basicWithImages,3,1,0
jsoup,org.jsoup.safety,Whitelist,relaxed,3,1,0
jsoup,org.jsoup.safety,Whitelist,Whitelist,7,1,0
jsoup,org.jsoup.safety,Whitelist,addTags,8,2,1
jsoup,org.jsoup.safety,Whitelist,removeTags,13,3,1
jsoup,org.jsoup.safety,Whitelist,addAttributes,20,3,2
jsoup,org.jsoup.safety,Whitelist,removeAttributes,22,7,2
jsoup,org.jsoup.safety,Whitelist,addEnforcedAttribute,18,2,3
jsoup,org.jsoup.safety,Whitelist,removeEnforcedAttribute,12,3,2
jsoup,org.jsoup.safety,Whitelist,preserveRelativeLinks,4,1,1
jsoup,org.jsoup.safety,Whitelist,addProtocols,29,4,3
jsoup,org.jsoup.safety,Whitelist,removeProtocols,20,4,3
jsoup,org.jsoup.safety,Whitelist,isSafeTag,3,1,1
jsoup,org.jsoup.safety,Whitelist,isSafeAttribute,23,5,3
jsoup,org.jsoup.safety,Whitelist,testValidProtocol,21,7,3
jsoup,org.jsoup.safety,Whitelist,isValidAnchor,3,1,1
jsoup,org.jsoup.safety,Whitelist,getEnforcedAttributes,11,3,1
jsoup,org.jsoup.safety,Whitelist,TagName,3,1,1
jsoup,org.jsoup.safety,Whitelist,valueOf,3,1,1
jsoup,org.jsoup.safety,Whitelist,AttributeKey,3,1,1
jsoup,org.jsoup.safety,Whitelist,valueOf,3,1,1
jsoup,org.jsoup.safety,Whitelist,AttributeValue,3,1,1
jsoup,org.jsoup.safety,Whitelist,valueOf,3,1,1
jsoup,org.jsoup.safety,Whitelist,Protocol,3,1,1
jsoup,org.jsoup.safety,Whitelist,valueOf,3,1,1
jsoup,org.jsoup.safety,Whitelist,TypedValue,4,1,1
jsoup,org.jsoup.safety,Whitelist,hashCode,6,1,0
jsoup,org.jsoup.safety,Whitelist,equals,10,5,1
jsoup,org.jsoup.safety,Whitelist,toString,3,1,0
jsoup,org.jsoup.safety,TagName,TagName,3,1,1
jsoup,org.jsoup.safety,TagName,valueOf,3,1,1
jsoup,org.jsoup.safety,AttributeKey,AttributeKey,3,1,1
jsoup,org.jsoup.safety,AttributeKey,valueOf,3,1,1
jsoup,org.jsoup.safety,AttributeValue,AttributeValue,3,1,1
jsoup,org.jsoup.safety,AttributeValue,valueOf,3,1,1
jsoup,org.jsoup.safety,Protocol,Protocol,3,1,1
jsoup,org.jsoup.safety,Protocol,valueOf,3,1,1
jsoup,org.jsoup.safety,TypedValue,TypedValue,4,1,1
jsoup,org.jsoup.safety,TypedValue,hashCode,6,1,0
jsoup,org.jsoup.safety,TypedValue,equals,10,5,1
jsoup,org.jsoup.safety,TypedValue,toString,3,1,0
jsoup,org.jsoup.safety,CleanerTest,simpleBehaviourTest,5,1,0
jsoup,org.jsoup.safety,CleanerTest,simpleBehaviourTest2,5,1,0
jsoup,org.jsoup.safety,CleanerTest,basicBehaviourTest,5,1,0
jsoup,org.jsoup.safety,CleanerTest,basicWithImagesTest,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testRelaxed,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testRemoveTags,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testRemoveAttributes,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testRemoveEnforcedAttributes,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testRemoveProtocols,5,1,0
jsoup,org.jsoup.safety,CleanerTest,whitelistedProtocolShouldBeRetained,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testDropComments,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testDropXmlProc,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testDropScript,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testDropImageScript,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testCleanJavascriptHref,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testCleanAnchorProtocol,13,1,0
jsoup,org.jsoup.safety,CleanerTest,testDropsUnknownTags,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testHandlesEmptyAttributes,5,1,0
jsoup,org.jsoup.safety,CleanerTest,testIsValidBodyHtml,21,1,0
jsoup,org.jsoup.safety,CleanerTest,testIsValidDocument,10,1,0
jsoup,org.jsoup.safety,CleanerTest,resolvesRelativeLinks,5,1,0
jsoup,org.jsoup.safety,CleanerTest,preservesRelativeLinksIfConfigured,5,1,0
jsoup,org.jsoup.safety,CleanerTest,dropsUnresolvableRelativeLinks,5,1,0
jsoup,org.jsoup.safety,CleanerTest,handlesCustomProtocols,7,1,0
jsoup,org.jsoup.safety,CleanerTest,handlesAllPseudoTag,6,1,0
jsoup,org.jsoup.safety,CleanerTest,addsTagOnAttributesIfNotSet,6,1,0
jsoup,org.jsoup.safety,CleanerTest,supplyOutputSettings,16,1,0
jsoup,org.jsoup.safety,CleanerTest,handlesFramesets,9,1,0
jsoup,org.jsoup.safety,CleanerTest,cleansInternationalText,3,1,0
jsoup,org.jsoup.safety,CleanerTest,testScriptTagInWhiteList,5,1,0
jsoup,org.jsoup.safety,CleanerTest,bailsIfRemovingProtocolThatsNotSet,5,1,0
jsoup,org.jsoup.safety,CleanerTest,handlesControlCharactersAfterTagName,5,1,0
jsoup,org.jsoup.safety,CleanerTest,handlesAttributesWithNoValue,4,1,0
jsoup,org.jsoup.safety,CleanerTest,handlesNoHrefAttribute,6,1,0
jsoup,org.jsoup.select,Collector,Collector,2,1,0
jsoup,org.jsoup.select,Collector,collect,5,1,2
jsoup,org.jsoup.select,Collector,Accumulator,5,1,3
jsoup,org.jsoup.select,Collector,head,6,3,2
jsoup,org.jsoup.select,Collector,tail,2,1,2
jsoup,org.jsoup.select,Collector,findFirst,5,1,2
jsoup,org.jsoup.select,Collector,FirstFinder,4,1,2
jsoup,org.jsoup.select,Collector,head,10,3,2
jsoup,org.jsoup.select,Collector,tail,3,1,2
jsoup,org.jsoup.select,Accumulator,Accumulator,5,1,3
jsoup,org.jsoup.select,Accumulator,head,6,3,2
jsoup,org.jsoup.select,Accumulator,tail,2,1,2
jsoup,org.jsoup.select,FirstFinder,FirstFinder,4,1,2
jsoup,org.jsoup.select,FirstFinder,head,10,3,2
jsoup,org.jsoup.select,FirstFinder,tail,3,1,2
jsoup,org.jsoup.select,CombiningEvaluator,CombiningEvaluator,4,1,0
jsoup,org.jsoup.select,CombiningEvaluator,CombiningEvaluator,5,1,1
jsoup,org.jsoup.select,CombiningEvaluator,rightMostEvaluator,3,1,0
jsoup,org.jsoup.select,CombiningEvaluator,replaceRightMostEvaluator,3,1,1
jsoup,org.jsoup.select,CombiningEvaluator,updateNumEvaluators,3,1,0
jsoup,org.jsoup.select,CombiningEvaluator,And,3,1,1
jsoup,org.jsoup.select,CombiningEvaluator,And,3,1,1
jsoup,org.jsoup.select,CombiningEvaluator,matches,7,3,2
jsoup,org.jsoup.select,CombiningEvaluator,toString,3,1,0
jsoup,org.jsoup.select,CombiningEvaluator,Or,6,2,1
jsoup,org.jsoup.select,CombiningEvaluator,Or,3,1,1
jsoup,org.jsoup.select,CombiningEvaluator,Or,3,1,0
jsoup,org.jsoup.select,CombiningEvaluator,add,4,1,1
jsoup,org.jsoup.select,CombiningEvaluator,matches,7,3,2
jsoup,org.jsoup.select,CombiningEvaluator,toString,3,1,0
jsoup,org.jsoup.select,And,And,3,1,1
jsoup,org.jsoup.select,And,And,3,1,1
jsoup,org.jsoup.select,And,matches,7,3,2
jsoup,org.jsoup.select,And,toString,3,1,0
jsoup,org.jsoup.select,Or,Or,6,2,1
jsoup,org.jsoup.select,Or,Or,3,1,1
jsoup,org.jsoup.select,Or,Or,3,1,0
jsoup,org.jsoup.select,Or,add,4,1,1
jsoup,org.jsoup.select,Or,matches,7,3,2
jsoup,org.jsoup.select,Or,toString,3,1,0
jsoup,org.jsoup.select,Elements,Elements,2,1,0
jsoup,org.jsoup.select,Elements,Elements,3,1,1
jsoup,org.jsoup.select,Elements,Elements,3,1,1
jsoup,org.jsoup.select,Elements,Elements,3,1,1
jsoup,org.jsoup.select,Elements,Elements,3,1,1
jsoup,org.jsoup.select,Elements,clone,5,2,0
jsoup,org.jsoup.select,Elements,attr,6,3,1
jsoup,org.jsoup.select,Elements,hasAttr,6,3,1
jsoup,org.jsoup.select,Elements,eachAttr,7,3,1
jsoup,org.jsoup.select,Elements,attr,6,2,2
jsoup,org.jsoup.select,Elements,removeAttr,6,2,1
jsoup,org.jsoup.select,Elements,addClass,6,2,1
jsoup,org.jsoup.select,Elements,removeClass,6,2,1
jsoup,org.jsoup.select,Elements,toggleClass,6,2,1
jsoup,org.jsoup.select,Elements,hasClass,6,3,1
jsoup,org.jsoup.select,Elements,val,4,2,0
jsoup,org.jsoup.select,Elements,val,4,2,1
jsoup,org.jsoup.select,Elements,text,8,3,0
jsoup,org.jsoup.select,Elements,hasText,6,3,0
jsoup,org.jsoup.select,Elements,eachText,7,3,0
jsoup,org.jsoup.select,Elements,html,8,3,0
jsoup,org.jsoup.select,Elements,outerHtml,8,3,0
jsoup,org.jsoup.select,Elements,toString,3,1,0
jsoup,org.jsoup.select,Elements,tagName,6,2,1
jsoup,org.jsoup.select,Elements,html,6,2,1
jsoup,org.jsoup.select,Elements,prepend,6,2,1
jsoup,org.jsoup.select,Elements,append,6,2,1
jsoup,org.jsoup.select,Elements,before,6,2,1
jsoup,org.jsoup.select,Elements,after,6,2,1
jsoup,org.jsoup.select,Elements,wrap,7,2,1
jsoup,org.jsoup.select,Elements,unwrap,6,2,0
jsoup,org.jsoup.select,Elements,empty,6,2,0
jsoup,org.jsoup.select,Elements,remove,6,2,0
jsoup,org.jsoup.select,Elements,select,3,1,1
jsoup,org.jsoup.select,Elements,not,4,1,1
jsoup,org.jsoup.select,Elements,eq,3,1,1
jsoup,org.jsoup.select,Elements,is,7,3,1
jsoup,org.jsoup.select,Elements,next,3,1,0
jsoup,org.jsoup.select,Elements,next,3,1,1
jsoup,org.jsoup.select,Elements,nextAll,3,1,0
jsoup,org.jsoup.select,Elements,nextAll,3,1,1
jsoup,org.jsoup.select,Elements,prev,3,1,0
jsoup,org.jsoup.select,Elements,prev,3,1,1
jsoup,org.jsoup.select,Elements,prevAll,3,1,0
jsoup,org.jsoup.select,Elements,prevAll,3,1,1
jsoup,org.jsoup.select,Elements,siblings,15,6,3
jsoup,org.jsoup.select,Elements,parents,7,2,0
jsoup,org.jsoup.select,Elements,first,3,1,0
jsoup,org.jsoup.select,Elements,last,3,1,0
jsoup,org.jsoup.select,Elements,traverse,4,1,1
jsoup,org.jsoup.select,Elements,filter,4,1,1
jsoup,org.jsoup.select,Elements,forms,5,3,0
jsoup,org.jsoup.select,Evaluator,Evaluator,2,1,0
jsoup,org.jsoup.select,Evaluator,matches,0,1,2
jsoup,org.jsoup.select,Evaluator,Tag,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,TagEndsWith,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,Id,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,Class,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,Attribute,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,AttributeStarting,4,1,1
jsoup,org.jsoup.select,Evaluator,matches,7,3,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,AttributeWithValue,3,1,2
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,AttributeWithValueNot,3,1,2
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,AttributeWithValueStarting,3,1,2
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,AttributeWithValueEnding,3,1,2
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,AttributeWithValueContaining,3,1,2
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,AttributeWithValueMatching,4,1,2
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,AttributeKeyPair,9,2,2
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,IndexLessThan,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,IndexGreaterThan,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,IndexEquals,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,matches,4,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,IsFirstOfType,3,1,0
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,IsLastOfType,3,1,0
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,CssNthEvaluator,4,1,2
jsoup,org.jsoup.select,Evaluator,CssNthEvaluator,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,7,3,2
jsoup,org.jsoup.select,Evaluator,toString,5,3,0
jsoup,org.jsoup.select,Evaluator,getPseudoClass,0,1,0
jsoup,org.jsoup.select,Evaluator,calculatePosition,0,1,2
jsoup,org.jsoup.select,Evaluator,IsNthChild,3,1,2
jsoup,org.jsoup.select,Evaluator,calculatePosition,3,1,2
jsoup,org.jsoup.select,Evaluator,getPseudoClass,3,1,0
jsoup,org.jsoup.select,Evaluator,IsNthLastChild,3,1,2
jsoup,org.jsoup.select,Evaluator,calculatePosition,3,1,2
jsoup,org.jsoup.select,Evaluator,getPseudoClass,3,1,0
jsoup,org.jsoup.select,Evaluator,IsNthOfType,3,1,2
jsoup,org.jsoup.select,Evaluator,calculatePosition,9,4,2
jsoup,org.jsoup.select,Evaluator,getPseudoClass,3,1,0
jsoup,org.jsoup.select,Evaluator,IsNthLastOfType,3,1,2
jsoup,org.jsoup.select,Evaluator,calculatePosition,8,3,2
jsoup,org.jsoup.select,Evaluator,getPseudoClass,3,1,0
jsoup,org.jsoup.select,Evaluator,matches,4,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,matches,4,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,matches,4,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,matches,10,4,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,matches,7,3,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,IndexEvaluator,3,1,1
jsoup,org.jsoup.select,Evaluator,ContainsText,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,ContainsData,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,ContainsOwnText,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,3,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,Matches,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,4,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,MatchesOwn,3,1,1
jsoup,org.jsoup.select,Evaluator,matches,4,1,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Evaluator,matches,10,3,2
jsoup,org.jsoup.select,Evaluator,toString,3,1,0
jsoup,org.jsoup.select,Tag,Tag,3,1,1
jsoup,org.jsoup.select,Tag,matches,3,1,2
jsoup,org.jsoup.select,Tag,toString,3,1,0
jsoup,org.jsoup.select,TagEndsWith,TagEndsWith,3,1,1
jsoup,org.jsoup.select,TagEndsWith,matches,3,1,2
jsoup,org.jsoup.select,TagEndsWith,toString,3,1,0
jsoup,org.jsoup.select,Id,Id,3,1,1
jsoup,org.jsoup.select,Id,matches,3,1,2
jsoup,org.jsoup.select,Id,toString,3,1,0
jsoup,org.jsoup.select,Class,Class,3,1,1
jsoup,org.jsoup.select,Class,matches,3,1,2
jsoup,org.jsoup.select,Class,toString,3,1,0
jsoup,org.jsoup.select,Attribute,Attribute,3,1,1
jsoup,org.jsoup.select,Attribute,matches,3,1,2
jsoup,org.jsoup.select,Attribute,toString,3,1,0
jsoup,org.jsoup.select,AttributeStarting,AttributeStarting,4,1,1
jsoup,org.jsoup.select,AttributeStarting,matches,7,3,2
jsoup,org.jsoup.select,AttributeStarting,toString,3,1,0
jsoup,org.jsoup.select,AttributeWithValue,AttributeWithValue,3,1,2
jsoup,org.jsoup.select,AttributeWithValue,matches,3,1,2
jsoup,org.jsoup.select,AttributeWithValue,toString,3,1,0
jsoup,org.jsoup.select,AttributeWithValueNot,AttributeWithValueNot,3,1,2
jsoup,org.jsoup.select,AttributeWithValueNot,matches,3,1,2
jsoup,org.jsoup.select,AttributeWithValueNot,toString,3,1,0
jsoup,org.jsoup.select,AttributeWithValueStarting,AttributeWithValueStarting,3,1,2
jsoup,org.jsoup.select,AttributeWithValueStarting,matches,3,1,2
jsoup,org.jsoup.select,AttributeWithValueStarting,toString,3,1,0
jsoup,org.jsoup.select,AttributeWithValueEnding,AttributeWithValueEnding,3,1,2
jsoup,org.jsoup.select,AttributeWithValueEnding,matches,3,1,2
jsoup,org.jsoup.select,AttributeWithValueEnding,toString,3,1,0
jsoup,org.jsoup.select,AttributeWithValueContaining,AttributeWithValueContaining,3,1,2
jsoup,org.jsoup.select,AttributeWithValueContaining,matches,3,1,2
jsoup,org.jsoup.select,AttributeWithValueContaining,toString,3,1,0
jsoup,org.jsoup.select,AttributeWithValueMatching,AttributeWithValueMatching,4,1,2
jsoup,org.jsoup.select,AttributeWithValueMatching,matches,3,1,2
jsoup,org.jsoup.select,AttributeWithValueMatching,toString,3,1,0
jsoup,org.jsoup.select,AttributeKeyPair,AttributeKeyPair,9,2,2
jsoup,org.jsoup.select,AllElements,matches,3,1,2
jsoup,org.jsoup.select,AllElements,toString,3,1,0
jsoup,org.jsoup.select,IndexLessThan,IndexLessThan,3,1,1
jsoup,org.jsoup.select,IndexLessThan,matches,3,1,2
jsoup,org.jsoup.select,IndexLessThan,toString,3,1,0
jsoup,org.jsoup.select,IndexGreaterThan,IndexGreaterThan,3,1,1
jsoup,org.jsoup.select,IndexGreaterThan,matches,3,1,2
jsoup,org.jsoup.select,IndexGreaterThan,toString,3,1,0
jsoup,org.jsoup.select,IndexEquals,IndexEquals,3,1,1
jsoup,org.jsoup.select,IndexEquals,matches,3,1,2
jsoup,org.jsoup.select,IndexEquals,toString,3,1,0
jsoup,org.jsoup.select,IsLastChild,matches,4,1,2
jsoup,org.jsoup.select,IsLastChild,toString,3,1,0
jsoup,org.jsoup.select,IsFirstOfType,IsFirstOfType,3,1,0
jsoup,org.jsoup.select,IsFirstOfType,toString,3,1,0
jsoup,org.jsoup.select,IsLastOfType,IsLastOfType,3,1,0
jsoup,org.jsoup.select,IsLastOfType,toString,3,1,0
jsoup,org.jsoup.select,CssNthEvaluator,CssNthEvaluator,4,1,2
jsoup,org.jsoup.select,CssNthEvaluator,CssNthEvaluator,3,1,1
jsoup,org.jsoup.select,CssNthEvaluator,matches,7,3,2
jsoup,org.jsoup.select,CssNthEvaluator,toString,5,3,0
jsoup,org.jsoup.select,CssNthEvaluator,getPseudoClass,0,1,0
jsoup,org.jsoup.select,CssNthEvaluator,calculatePosition,0,1,2
jsoup,org.jsoup.select,IsNthChild,IsNthChild,3,1,2
jsoup,org.jsoup.select,IsNthChild,calculatePosition,3,1,2
jsoup,org.jsoup.select,IsNthChild,getPseudoClass,3,1,0
jsoup,org.jsoup.select,IsNthLastChild,IsNthLastChild,3,1,2
jsoup,org.jsoup.select,IsNthLastChild,calculatePosition,3,1,2
jsoup,org.jsoup.select,IsNthLastChild,getPseudoClass,3,1,0
jsoup,org.jsoup.select,IsNthOfType,IsNthOfType,3,1,2
jsoup,org.jsoup.select,IsNthOfType,calculatePosition,9,4,2
jsoup,org.jsoup.select,IsNthOfType,getPseudoClass,3,1,0
jsoup,org.jsoup.select,IsNthLastOfType,IsNthLastOfType,3,1,2
jsoup,org.jsoup.select,IsNthLastOfType,calculatePosition,8,3,2
jsoup,org.jsoup.select,IsNthLastOfType,getPseudoClass,3,1,0
jsoup,org.jsoup.select,IsFirstChild,matches,4,1,2
jsoup,org.jsoup.select,IsFirstChild,toString,3,1,0
jsoup,org.jsoup.select,IsRoot,matches,4,1,2
jsoup,org.jsoup.select,IsRoot,toString,3,1,0
jsoup,org.jsoup.select,IsOnlyChild,matches,4,1,2
jsoup,org.jsoup.select,IsOnlyChild,toString,3,1,0
jsoup,org.jsoup.select,IsOnlyOfType,matches,10,4,2
jsoup,org.jsoup.select,IsOnlyOfType,toString,3,1,0
jsoup,org.jsoup.select,IsEmpty,matches,7,3,2
jsoup,org.jsoup.select,IsEmpty,toString,3,1,0
jsoup,org.jsoup.select,IndexEvaluator,IndexEvaluator,3,1,1
jsoup,org.jsoup.select,ContainsText,ContainsText,3,1,1
jsoup,org.jsoup.select,ContainsText,matches,3,1,2
jsoup,org.jsoup.select,ContainsText,toString,3,1,0
jsoup,org.jsoup.select,ContainsData,ContainsData,3,1,1
jsoup,org.jsoup.select,ContainsData,matches,3,1,2
jsoup,org.jsoup.select,ContainsData,toString,3,1,0
jsoup,org.jsoup.select,ContainsOwnText,ContainsOwnText,3,1,1
jsoup,org.jsoup.select,ContainsOwnText,matches,3,1,2
jsoup,org.jsoup.select,ContainsOwnText,toString,3,1,0
jsoup,org.jsoup.select,Matches,Matches,3,1,1
jsoup,org.jsoup.select,Matches,matches,4,1,2
jsoup,org.jsoup.select,Matches,toString,3,1,0
jsoup,org.jsoup.select,MatchesOwn,MatchesOwn,3,1,1
jsoup,org.jsoup.select,MatchesOwn,matches,4,1,2
jsoup,org.jsoup.select,MatchesOwn,toString,3,1,0
jsoup,org.jsoup.select,MatchText,matches,10,3,2
jsoup,org.jsoup.select,MatchText,toString,3,1,0
jsoup,org.jsoup.select,NodeFilter,head,0,1,2
jsoup,org.jsoup.select,NodeFilter,tail,0,1,2
jsoup,org.jsoup.select,NodeTraversor,NodeTraversor,3,1,1
jsoup,org.jsoup.select,NodeTraversor,traverse,3,1,1
jsoup,org.jsoup.select,NodeTraversor,traverse,21,5,2
jsoup,org.jsoup.select,NodeTraversor,traverse,5,2,2
jsoup,org.jsoup.select,NodeTraversor,filter,33,12,2
jsoup,org.jsoup.select,NodeTraversor,filter,5,3,2
jsoup,org.jsoup.select,NodeVisitor,head,0,1,2
jsoup,org.jsoup.select,NodeVisitor,tail,0,1,2
jsoup,org.jsoup.select,QueryParser,QueryParser,4,1,1
jsoup,org.jsoup.select,QueryParser,parse,9,1,1
jsoup,org.jsoup.select,QueryParser,parse,24,6,0
jsoup,org.jsoup.select,QueryParser,combinator,40,10,1
