Project Name,Package Name,Type Name,Method Name,Code Smell
jsoup,org.jsoup.examples,HtmlToPlainText,main,Long Statement
jsoup,org.jsoup.examples,HtmlToPlainText,main,Magic Number
jsoup,org.jsoup.examples,HtmlToPlainText,main,Magic Number
jsoup,org.jsoup.examples,HtmlToPlainText,append,Complex Conditional
jsoup,org.jsoup.examples,FormattingVisitor,append,Complex Conditional
jsoup,org.jsoup.examples,ListLinks,main,Long Statement
jsoup,org.jsoup.examples,ListLinks,main,Magic Number
jsoup,org.jsoup.examples,ListLinks,main,Magic Number
jsoup,org.jsoup.helper,DataUtil,parseInputStream,Complex Method
jsoup,org.jsoup.helper,DataUtil,parseInputStream,Long Statement
jsoup,org.jsoup.helper,DataUtil,validateCharset,Empty catch clause
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Complex Conditional
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Complex Conditional
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Complex Conditional
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Long Statement
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,DataUtil,detectCharsetFromBom,Magic Number
jsoup,org.jsoup.helper,HttpConnection,data,Magic Number
jsoup,org.jsoup.helper,HttpConnection,data,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Complex Conditional
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Complex Method
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,HttpConnection,Request,Magic Number
jsoup,org.jsoup.helper,HttpConnection,Request,Magic Number
jsoup,org.jsoup.helper,HttpConnection,Request,Magic Number
jsoup,org.jsoup.helper,HttpConnection,Response,Long Statement
jsoup,org.jsoup.helper,HttpConnection,execute,Complex Conditional
jsoup,org.jsoup.helper,HttpConnection,execute,Complex Conditional
jsoup,org.jsoup.helper,HttpConnection,execute,Complex Conditional
jsoup,org.jsoup.helper,HttpConnection,execute,Complex Method
jsoup,org.jsoup.helper,HttpConnection,execute,Long Statement
jsoup,org.jsoup.helper,HttpConnection,execute,Long Statement
jsoup,org.jsoup.helper,HttpConnection,execute,Long Statement
jsoup,org.jsoup.helper,HttpConnection,execute,Long Statement
jsoup,org.jsoup.helper,HttpConnection,execute,Magic Number
jsoup,org.jsoup.helper,HttpConnection,execute,Magic Number
jsoup,org.jsoup.helper,HttpConnection,execute,Magic Number
jsoup,org.jsoup.helper,HttpConnection,execute,Magic Number
jsoup,org.jsoup.helper,HttpConnection,createConnection,Long Statement
jsoup,org.jsoup.helper,HttpConnection,createConnection,Long Statement
jsoup,org.jsoup.helper,HttpConnection,createConnection,Magic Number
jsoup,org.jsoup.helper,HttpConnection,safeClose,Empty catch clause
jsoup,org.jsoup.helper,HttpConnection,processResponseHeaders,Complex Method
jsoup,org.jsoup.helper,HttpConnection,serialiseRequestUrl,Long Statement
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Complex Conditional
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Complex Method
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Base,looksLikeUtf8,Magic Number
jsoup,org.jsoup.helper,Request,Request,Magic Number
jsoup,org.jsoup.helper,Request,Request,Magic Number
jsoup,org.jsoup.helper,Request,Request,Magic Number
jsoup,org.jsoup.helper,Response,Response,Long Statement
jsoup,org.jsoup.helper,Response,execute,Complex Conditional
jsoup,org.jsoup.helper,Response,execute,Complex Conditional
jsoup,org.jsoup.helper,Response,execute,Complex Conditional
jsoup,org.jsoup.helper,Response,execute,Complex Method
jsoup,org.jsoup.helper,Response,execute,Long Statement
jsoup,org.jsoup.helper,Response,execute,Long Statement
jsoup,org.jsoup.helper,Response,execute,Long Statement
jsoup,org.jsoup.helper,Response,execute,Long Statement
jsoup,org.jsoup.helper,Response,execute,Magic Number
jsoup,org.jsoup.helper,Response,execute,Magic Number
jsoup,org.jsoup.helper,Response,execute,Magic Number
jsoup,org.jsoup.helper,Response,execute,Magic Number
jsoup,org.jsoup.helper,Response,createConnection,Long Statement
jsoup,org.jsoup.helper,Response,createConnection,Long Statement
jsoup,org.jsoup.helper,Response,createConnection,Magic Number
jsoup,org.jsoup.helper,Response,safeClose,Empty catch clause
jsoup,org.jsoup.helper,Response,processResponseHeaders,Complex Method
jsoup,org.jsoup.helper,Response,serialiseRequestUrl,Long Statement
jsoup,org.jsoup.helper,W3CDom,head,Long Statement
jsoup,org.jsoup.helper,W3CBuilder,head,Long Statement
jsoup,org.jsoup.helper,DataUtilTest,wrongMetaCharsetFallback,Long Statement
jsoup,org.jsoup.helper,DataUtilTest,secondMetaElementWithContentTypeContainsCharsetParameter,Long Statement
jsoup,org.jsoup.helper,DataUtilTest,firstMetaElementWithCharsetShouldBeUsedForDecoding,Long Statement
jsoup,org.jsoup.helper,DataUtilTest,supportsXmlCharsetDeclaration,Long Statement
jsoup,org.jsoup.helper,HttpConnectionTest,multipleHeaders,Magic Number
jsoup,org.jsoup.helper,HttpConnectionTest,ignoresEmptyCookieNameAndVals,Magic Number
jsoup,org.jsoup.helper,HttpConnectionTest,timeout,Magic Number
jsoup,org.jsoup.helper,HttpConnectionTest,timeout,Magic Number
jsoup,org.jsoup.helper,HttpConnectionTest,timeout,Magic Number
jsoup,org.jsoup.helper,HttpConnectionTest,timeout,Magic Number
jsoup,org.jsoup.helper,W3CDomTest,simpleConversion,Long Statement
jsoup,org.jsoup.helper,W3CDomTest,simpleConversion,Long Statement
jsoup,org.jsoup.helper,W3CDomTest,namespacePreservation,Magic Number
jsoup,org.jsoup.helper,W3CDomTest,namespacePreservation,Magic Number
jsoup,org.jsoup.internal,ConstrainableInputStream,wrap,Long Statement
jsoup,org.jsoup.internal,ConstrainableInputStream,read,Complex Conditional
jsoup,org.jsoup.internal,ConstrainableInputStream,timeout,Magic Number
jsoup,org.jsoup.internal,StringUtil,isActuallyWhitespace,Magic Number
jsoup,org.jsoup.internal,StringUtil,isInvisibleChar,Magic Number
jsoup,org.jsoup.internal,StringUtil,isInvisibleChar,Magic Number
jsoup,org.jsoup.internal,StringUtil,isInvisibleChar,Magic Number
jsoup,org.jsoup.internal,StringUtil,isInvisibleChar,Magic Number
jsoup,org.jsoup.internal,StringUtil,isInvisibleChar,Magic Number
jsoup,org.jsoup.internal,StringUtil,appendNormalisedWhitespace,Complex Conditional
jsoup,org.jsoup.internal,ConstrainableInputStreamTest,remainingAfterFirstRead,Magic Number
jsoup,org.jsoup.internal,ConstrainableInputStreamTest,remainingAfterFirstRead,Magic Number
jsoup,org.jsoup.internal,ConstrainableInputStreamTest,remainingAfterFirstRead,Magic Number
jsoup,org.jsoup.internal,ConstrainableInputStreamTest,remainingAfterFirstRead,Magic Number
jsoup,org.jsoup.internal,ConstrainableInputStreamTest,noLimitAfterFirstRead,Magic Number
jsoup,org.jsoup.internal,ConstrainableInputStreamTest,noLimitAfterFirstRead,Magic Number
jsoup,org.jsoup.internal,ConstrainableInputStreamTest,noLimitAfterFirstRead,Magic Number
jsoup,org.jsoup.internal,StringUtilTest,padding,Magic Number
jsoup,org.jsoup.internal,StringUtilTest,padding,Magic Number
jsoup,org.jsoup.internal,StringUtilTest,padding,Magic Number
jsoup,org.jsoup.internal,StringUtilTest,paddingInACan,Magic Number
jsoup,org.jsoup.internal,StringUtilTest,normaliseWhiteSpaceHandlesHighSurrogates,Long Identifier
jsoup,org.jsoup.nodes,Attribute,shouldCollapseAttribute,Long Statement
jsoup,org.jsoup.nodes,Attribute,hashCode,Magic Number
jsoup,org.jsoup.nodes,Attributes,hashCode,Magic Number
jsoup,org.jsoup.nodes,Attributes,hashCode,Magic Number
jsoup,org.jsoup.nodes,Attributes,deduplicate,Complex Conditional
jsoup,org.jsoup.nodes,Document,ensureMetaCharsetElement,Complex Method
jsoup,org.jsoup.nodes,DocumentType,DocumentType,Long Parameter List
jsoup,org.jsoup.nodes,DocumentType,outerHtmlHead,Complex Conditional
jsoup,org.jsoup.nodes,Element,ensureChildNodes,Magic Number
jsoup,org.jsoup.nodes,Element,cssSelector,Long Statement
jsoup,org.jsoup.nodes,Element,text,Complex Conditional
jsoup,org.jsoup.nodes,Element,text,Complex Conditional
jsoup,org.jsoup.nodes,Element,text,Long Statement
jsoup,org.jsoup.nodes,Element,text,Long Statement
jsoup,org.jsoup.nodes,Element,head,Complex Conditional
jsoup,org.jsoup.nodes,Element,head,Long Statement
jsoup,org.jsoup.nodes,Element,tail,Complex Conditional
jsoup,org.jsoup.nodes,Element,tail,Long Statement
jsoup,org.jsoup.nodes,Element,preserveWhitespace,Magic Number
jsoup,org.jsoup.nodes,Element,hasClass,Complex Method
jsoup,org.jsoup.nodes,Element,outerHtmlHead,Complex Conditional
jsoup,org.jsoup.nodes,Element,outerHtmlHead,Long Statement
jsoup,org.jsoup.nodes,Element,outerHtmlTail,Complex Conditional
jsoup,org.jsoup.nodes,Element,outerHtmlTail,Long Statement
jsoup,org.jsoup.nodes,Entities,codepointsForName,Magic Number
jsoup,org.jsoup.nodes,Entities,escape,Complex Conditional
jsoup,org.jsoup.nodes,Entities,escape,Complex Method
jsoup,org.jsoup.nodes,Entities,escape,Long Parameter List
jsoup,org.jsoup.nodes,Entities,escape,Magic Number
jsoup,org.jsoup.nodes,Entities,escape,Missing default
jsoup,org.jsoup.nodes,Entities,canEncode,Magic Number
jsoup,org.jsoup.nodes,Entities,canEncode,Missing default
jsoup,org.jsoup.nodes,Entities,load,Magic Number
jsoup,org.jsoup.nodes,FormElement,formData,Complex Method
jsoup,org.jsoup.nodes,TextNode,outerHtmlHead,Complex Conditional
jsoup,org.jsoup.nodes,TextNode,outerHtmlHead,Long Statement
jsoup,org.jsoup.nodes,AttributesTest,html,Magic Number
jsoup,org.jsoup.nodes,AttributesTest,testIteratorRemovable,Magic Number
jsoup,org.jsoup.nodes,AttributesTest,testIteratorRemovable,Magic Number
jsoup,org.jsoup.nodes,AttributesTest,testIteratorHasNext,Magic Number
jsoup,org.jsoup.nodes,AttributesTest,removeCaseSensitive,Magic Number
jsoup,org.jsoup.nodes,AttributesTest,removeCaseSensitive,Magic Number
jsoup,org.jsoup.nodes,AttributeTest,testWithSupplementaryCharacterInAttributeKeyAndValue,Magic Number
jsoup,org.jsoup.nodes,BuildEntities,compare,Magic Number
jsoup,org.jsoup.nodes,BuildEntities,compare,Magic Number
jsoup,org.jsoup.nodes,ByCode,compare,Magic Number
jsoup,org.jsoup.nodes,ByCode,compare,Magic Number
jsoup,org.jsoup.nodes,DocumentTest,testNormalisesStructure,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testNormalisesStructure,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testClone,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testClone,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testClone,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testClonesDeclarations,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testHtmlAndXmlSyntax,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testHtmlAndXmlSyntax,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testOverflowClone,Magic Number
jsoup,org.jsoup.nodes,DocumentTest,testMetaCharsetUpdateUtf8,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testMetaCharsetUpdateIso8859,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testMetaCharsetUpdateNoCharset,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testMetaCharsetUpdateDisabledNoChanges,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testMetaCharsetUpdateCleanup,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testMetaCharsetUpdateXmlUtf8,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testMetaCharsetUpdateXmlIso8859,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testMetaCharsetUpdateXmlNoCharset,Long Statement
jsoup,org.jsoup.nodes,DocumentTest,testShiftJisRoundtrip,Long Statement
jsoup,org.jsoup.nodes,DocumentTypeTest,outerHtmlGeneration,Long Statement
jsoup,org.jsoup.nodes,DocumentTypeTest,testRoundTrip,Long Statement
jsoup,org.jsoup.nodes,ElementTest,getElementsByTagName,Magic Number
jsoup,org.jsoup.nodes,ElementTest,getElementsByTagName,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetParents,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetParents,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetParents,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testElementSiblingIndex,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testElementSiblingIndex,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testElementSiblingIndexSameContent,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testElementSiblingIndexSameContent,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetElementsWithClass,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testGetElementsWithClass,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetElementsWithClass,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetElementsWithAttribute,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetElementsWithAttributeDash,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testClassDomMethods,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testOuterHtml,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testFormatHtml,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testFormatHtml,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testFormatOutline,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testFormatOutline,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testAddNewElement,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testAppendRowToTable,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testPrependRowToTable,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testWrap,Long Statement
jsoup,org.jsoup.nodes,ElementTest,before,Long Statement
jsoup,org.jsoup.nodes,ElementTest,before,Long Statement
jsoup,org.jsoup.nodes,ElementTest,after,Long Statement
jsoup,org.jsoup.nodes,ElementTest,after,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testWrapWithRemainder,Long Statement
jsoup,org.jsoup.nodes,ElementTest,dataset,Magic Number
jsoup,org.jsoup.nodes,ElementTest,dataset,Magic Number
jsoup,org.jsoup.nodes,ElementTest,dataset,Magic Number
jsoup,org.jsoup.nodes,ElementTest,dataset,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testClone,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testClonesClassnames,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testClonesClassnames,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetTextNodes,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testGetTextNodes,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testManipulateTextNodes,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testManipulateTextNodes,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testManipulateTextNodes,Magic Number
jsoup,org.jsoup.nodes,ElementTest,elementIsNotASiblingOfItself,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testChildThrowsIndexOutOfBoundsOnMissing,Empty catch clause
jsoup,org.jsoup.nodes,ElementTest,testChildThrowsIndexOutOfBoundsOnMissing,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testChildThrowsIndexOutOfBoundsOnMissing,Magic Number
jsoup,org.jsoup.nodes,ElementTest,moveByAppend,Magic Number
jsoup,org.jsoup.nodes,ElementTest,moveByAppend,Magic Number
jsoup,org.jsoup.nodes,ElementTest,moveByAppend,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenArgumentValidation,Empty catch clause
jsoup,org.jsoup.nodes,ElementTest,insertChildrenArgumentValidation,Empty catch clause
jsoup,org.jsoup.nodes,ElementTest,insertChildrenArgumentValidation,Empty catch clause
jsoup,org.jsoup.nodes,ElementTest,insertChildrenArgumentValidation,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenArgumentValidation,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAtPosition,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAsCopy,Long Statement
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAsCopy,Magic Number
jsoup,org.jsoup.nodes,ElementTest,insertChildrenAsCopy,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testCssPath,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testClassNames,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testClassNames,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testClassNames,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testClassNames,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testClassNames,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testHashAndEqualsAndValue,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testHashAndEqualsAndValue,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testHashAndEqualsAndValue,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testHashAndEqualsAndValue,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testHashAndEqualsAndValue,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testHashAndEqualsAndValue,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testHashAndEqualsAndValue,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testHashAndEqualsAndValue,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testRelativeUrls,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testRelativeUrls,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testRelativeUrls,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testRelativeUrls,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testChildrenElements,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testChildrenElements,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testChildrenElements,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testShadowElementsAreUpdated,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testNormalizesNbspInText,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testNormalizesNbspInText,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testRemoveBeforeIndex,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testRemoveAfterIndex,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testNextElementSiblings,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testNextElementSiblings,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testPreviousElementSiblings,Long Statement
jsoup,org.jsoup.nodes,ElementTest,testPreviousElementSiblings,Magic Number
jsoup,org.jsoup.nodes,ElementTest,testTraverse,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,xhtml,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,xhtml,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,xhtml,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,xhtml,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,xhtml,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,xhtml,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,xhtml,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,xhtml,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,escapeSupplementaryCharacter,Magic Number
jsoup,org.jsoup.nodes,EntitiesTest,caseSensitive,Long Statement
jsoup,org.jsoup.nodes,FormElementTest,hasAssociatedControls,Long Statement
jsoup,org.jsoup.nodes,FormElementTest,hasAssociatedControls,Magic Number
jsoup,org.jsoup.nodes,FormElementTest,createsFormData,Long Statement
jsoup,org.jsoup.nodes,FormElementTest,createsFormData,Magic Number
jsoup,org.jsoup.nodes,FormElementTest,createsFormData,Magic Number
jsoup,org.jsoup.nodes,FormElementTest,createsFormData,Magic Number
jsoup,org.jsoup.nodes,FormElementTest,createsFormData,Magic Number
jsoup,org.jsoup.nodes,FormElementTest,createsFormData,Magic Number
jsoup,org.jsoup.nodes,FormElementTest,actionWithNoBaseUri,Long Statement
jsoup,org.jsoup.nodes,FormElementTest,adoptedFormsRetainInputs,Long Statement
jsoup,org.jsoup.nodes,FormElementTest,adoptedFormsRetainInputs,Magic Number
jsoup,org.jsoup.nodes,FormElementTest,adoptedFormsRetainInputs,Magic Number
jsoup,org.jsoup.nodes,FormElementTest,removeFormElement,Long Statement
jsoup,org.jsoup.nodes,FormElementTest,removeFormElement,Magic Number
jsoup,org.jsoup.nodes,NodeTest,nodeIsNotASiblingOfItself,Magic Number
jsoup,org.jsoup.nodes,NodeTest,childNodesCopy,Long Statement
jsoup,org.jsoup.nodes,NodeTest,childNodesCopy,Magic Number
jsoup,org.jsoup.nodes,TextNodeTest,testTextBean,Magic Number
jsoup,org.jsoup.nodes,TextNodeTest,testSplitText,Magic Number
jsoup,org.jsoup.nodes,TextNodeTest,testSplitAnEmbolden,Magic Number
jsoup,org.jsoup.nodes,TextNodeTest,testWithSupplementaryCharacter,Magic Number
jsoup,org.jsoup.nodes,TextNodeTest,testWithSupplementaryCharacter,Magic Number
jsoup,org.jsoup.parser,CharacterReader,consumeData,Missing default
jsoup,org.jsoup.parser,CharacterReader,consumeTagName,Complex Method
jsoup,org.jsoup.parser,CharacterReader,consumeLetterSequence,Complex Conditional
jsoup,org.jsoup.parser,CharacterReader,consumeLetterThenDigitSequence,Complex Conditional
jsoup,org.jsoup.parser,CharacterReader,consumeHexSequence,Complex Conditional
jsoup,org.jsoup.parser,CharacterReader,cacheString,Magic Number
jsoup,org.jsoup.parser,HtmlTreeBuilder,parseFragment,Complex Method
jsoup,org.jsoup.parser,HtmlTreeBuilder,parseFragment,Long Statement
jsoup,org.jsoup.parser,HtmlTreeBuilder,error,Long Statement
jsoup,org.jsoup.parser,HtmlTreeBuilder,resetInsertionMode,Complex Conditional
jsoup,org.jsoup.parser,HtmlTreeBuilder,resetInsertionMode,Complex Conditional
jsoup,org.jsoup.parser,HtmlTreeBuilder,resetInsertionMode,Complex Method
jsoup,org.jsoup.parser,HtmlTreeBuilder,generateImpliedEndTags,Long Statement
jsoup,org.jsoup.parser,HtmlTreeBuilder,pushActiveFormattingElements,Magic Number
jsoup,org.jsoup.parser,HtmlTreeBuilder,reconstructFormattingElements,Complex Method
jsoup,org.jsoup.parser,Tag,equals,Complex Method
